CUSTOMER_ID,TOTAL_SPEND,PRE_CRISIS_ORDERS,CRISIS_ORDERS,PRE_CRISIS_RATING,CRISIS_RATING,ORDER_DROP,RATING_DROP
CUST045201,1060.54,3,0,4.8000000,,3,4.8000000
CUST079245,1365.82,3,0,4.8000000,,3,4.8000000
CUST010588,944.45,3,0,4.8000000,,3,4.8000000
CUST026281,998.74,3,0,4.8000000,,3,4.8000000
CUST183906,1079.95,3,0,4.8000000,,3,4.8000000
CUST117823,984.08,3,0,4.8000000,,3,4.8000000
CUST063350,1070.63,3,0,4.7666667,,3,4.7666667
CUST044476,1377.53,3,0,4.7666667,,3,4.7666667
CUST148794,1609.42,3,0,4.7666667,,3,4.7666667
CUST081128,1053.64,3,0,4.7666667,,3,4.7666667
CUST084685,823.37,3,0,4.7666667,,3,4.7666667
CUST007929,1327.73,3,0,4.7666667,,3,4.7666667
CUST165858,1308.22,3,0,4.7666667,,3,4.7666667
CUST091587,1427.26,3,0,4.7500000,,3,4.7500000
CUST138026,1041.33,3,0,4.7500000,,3,4.7500000
CUST133978,1094.86,3,0,4.7500000,,3,4.7500000
CUST168448,1105.11,3,0,4.7500000,,3,4.7500000
CUST108885,909.02,3,0,4.7500000,,3,4.7500000
CUST113935,1166.42,3,0,4.7500000,,3,4.7500000
CUST122236,865.38,3,0,4.7500000,,3,4.7500000
CUST107142,1260.52,3,0,4.7500000,,3,4.7500000
CUST128327,1086.39,3,0,4.7500000,,3,4.7500000
CUST159136,1448.69,3,0,4.7500000,,3,4.7500000
CUST153927,1093.16,3,0,4.7500000,,3,4.7500000
CUST074322,1060.98,3,0,4.7500000,,3,4.7500000
CUST048376,1234.35,3,0,4.7500000,,3,4.7500000
CUST034215,1223.31,3,0,4.7500000,,3,4.7500000
CUST074053,1216.30,3,0,4.7500000,,3,4.7500000
CUST006197,1119.47,3,0,4.7500000,,3,4.7500000
CUST042658,948.35,3,0,4.7500000,,3,4.7500000
CUST061759,924.00,4,1,4.7500000,,3,4.7500000
CUST044758,1177.76,3,0,4.7500000,,3,4.7500000
CUST096821,1084.81,3,0,4.7500000,,3,4.7500000
CUST144644,1299.16,3,0,4.7500000,,3,4.7500000
CUST068286,1017.04,3,0,4.7500000,,3,4.7500000
CUST151087,927.31,3,0,4.7500000,,3,4.7500000
CUST022061,925.99,3,0,4.7333333,,3,4.7333333
CUST102607,891.03,3,0,4.7333333,,3,4.7333333
CUST108557,942.25,3,0,4.7333333,,3,4.7333333
CUST199922,928.52,3,0,4.7333333,,3,4.7333333
CUST199646,960.97,3,0,4.7333333,,3,4.7333333
CUST076803,1020.34,3,0,4.7333333,,3,4.7333333
CUST087054,964.50,3,0,4.7000000,,3,4.7000000
CUST181397,1158.92,3,0,4.7000000,,3,4.7000000
CUST185870,894.75,3,0,4.7000000,,3,4.7000000
CUST102116,1165.19,3,0,4.7000000,,3,4.7000000
CUST147614,961.75,3,0,4.7000000,,3,4.7000000
CUST041332,1058.97,3,0,4.7000000,,3,4.7000000
CUST060870,894.48,3,0,4.7000000,,3,4.7000000
CUST090013,1037.49,3,0,4.7000000,,3,4.7000000
CUST126604,1046.63,3,0,4.7000000,,3,4.7000000
CUST012529,1226.34,3,0,4.7000000,,3,4.7000000
CUST076143,1027.98,3,0,4.7000000,,3,4.7000000
CUST097875,1278.06,3,0,4.7000000,,3,4.7000000
CUST184258,910.92,3,0,4.7000000,,3,4.7000000
CUST077751,877.07,3,0,4.7000000,,3,4.7000000
CUST091781,1129.80,3,0,4.7000000,,3,4.7000000
CUST115371,1139.40,3,0,4.7000000,,3,4.7000000
CUST080528,912.76,3,0,4.7000000,,3,4.7000000
CUST119952,897.99,3,0,4.7000000,,3,4.7000000
CUST128644,1444.87,3,0,4.7000000,,3,4.7000000
CUST071797,822.57,3,0,4.7000000,,3,4.7000000
CUST013044,1192.64,3,0,4.7000000,,3,4.7000000
CUST045952,885.81,3,0,4.7000000,,3,4.7000000
CUST158185,904.41,3,0,4.7000000,,3,4.7000000
CUST127265,851.19,3,0,4.7000000,,3,4.7000000
CUST086334,1038.13,3,0,4.7000000,,3,4.7000000
CUST162625,983.09,3,0,4.7000000,,3,4.7000000
CUST068184,1419.02,3,0,4.7000000,,3,4.7000000
CUST060298,909.76,3,0,4.7000000,,3,4.7000000
CUST066488,1261.66,3,0,4.7000000,,3,4.7000000
CUST037363,1041.08,3,0,4.7000000,,3,4.7000000
CUST188922,1141.64,3,0,4.7000000,,3,4.7000000
CUST159756,1026.49,3,0,4.7000000,,3,4.7000000
CUST144995,1060.69,3,0,4.7000000,,3,4.7000000
CUST169485,985.60,3,0,4.7000000,,3,4.7000000
CUST109591,1028.29,3,0,4.7000000,,3,4.7000000
CUST046358,986.35,3,0,4.7000000,,3,4.7000000
CUST050575,926.29,3,0,4.7000000,,3,4.7000000
CUST196252,1022.98,3,0,4.7000000,,3,4.7000000
CUST114463,985.93,3,0,4.7000000,,3,4.7000000
CUST164348,821.91,3,0,4.7000000,,3,4.7000000
CUST143789,870.68,3,0,4.7000000,,3,4.7000000
CUST166522,983.61,3,0,4.7000000,,3,4.7000000
CUST169600,881.02,3,0,4.7000000,,3,4.7000000
CUST125577,1102.31,3,0,4.7000000,,3,4.7000000
CUST045058,1500.96,3,0,4.7000000,,3,4.7000000
CUST166540,1176.65,3,0,4.7000000,,3,4.7000000
CUST153412,848.13,3,0,4.7000000,,3,4.7000000
CUST160269,1413.88,3,0,4.7000000,,3,4.7000000
CUST049828,1054.55,3,0,4.7000000,,3,4.7000000
CUST178999,967.37,3,0,4.7000000,,3,4.7000000
CUST199298,941.83,3,0,4.7000000,,3,4.7000000
CUST161451,917.29,3,0,4.7000000,,3,4.7000000
CUST158453,1004.78,3,0,4.6666667,,3,4.6666667
CUST134968,1013.92,3,0,4.6500000,,3,4.6500000
CUST105098,1094.87,3,0,4.6500000,,3,4.6500000
CUST021211,1223.12,3,0,4.6500000,,3,4.6500000
CUST083524,1046.06,3,0,4.6500000,,3,4.6500000
CUST025969,1166.20,3,0,4.6500000,,3,4.6500000
CUST137170,1413.73,3,0,4.6500000,,3,4.6500000
CUST012932,932.83,3,0,4.6500000,,3,4.6500000
CUST124213,1153.14,3,0,4.6500000,,3,4.6500000
CUST180579,1011.98,3,0,4.6500000,,3,4.6500000
CUST114977,1241.49,3,0,4.6500000,,3,4.6500000
CUST062474,1195.19,3,0,4.6500000,,3,4.6500000
CUST174090,1156.43,3,0,4.6500000,,3,4.6500000
CUST137941,1068.44,3,0,4.6500000,,3,4.6500000
CUST046455,883.86,3,0,4.6500000,,3,4.6500000
CUST053473,1048.44,3,0,4.6500000,,3,4.6500000
CUST012858,1300.18,3,0,4.6500000,,3,4.6500000
CUST153092,882.67,3,0,4.6500000,,3,4.6500000
CUST086631,927.62,3,0,4.6500000,,3,4.6500000
CUST096008,1005.57,3,0,4.6500000,,3,4.6500000
CUST110300,992.17,3,0,4.6500000,,3,4.6500000
CUST103227,1280.49,3,0,4.6500000,,3,4.6500000
CUST168954,1372.86,3,0,4.6500000,,3,4.6500000
CUST199228,1194.43,3,0,4.6500000,,3,4.6500000
CUST016543,824.15,3,0,4.6500000,,3,4.6500000
CUST092659,895.05,3,0,4.6500000,,3,4.6500000
CUST186754,1118.04,3,0,4.6500000,,3,4.6500000
CUST126773,1106.17,3,0,4.6500000,,3,4.6500000
CUST144488,954.49,3,0,4.6500000,,3,4.6500000
CUST099469,889.31,3,0,4.6500000,,3,4.6500000
CUST165912,820.04,3,0,4.6500000,,3,4.6500000
CUST016743,937.51,3,0,4.6500000,,3,4.6500000
CUST167950,1416.22,3,0,4.6500000,,3,4.6500000
CUST034310,1180.16,3,0,4.6500000,,3,4.6500000
CUST198906,992.37,3,0,4.6500000,,3,4.6500000
CUST047212,939.69,3,0,4.6333333,,3,4.6333333
CUST036029,988.82,3,0,4.6333333,,3,4.6333333
CUST144928,822.04,3,0,4.6333333,,3,4.6333333
CUST025704,1052.08,3,0,4.6333333,,3,4.6333333
CUST163325,1621.76,3,0,4.6333333,,3,4.6333333
CUST187826,880.55,3,0,4.6000000,,3,4.6000000
CUST128909,1174.06,3,0,4.6000000,,3,4.6000000
CUST081605,1025.16,3,0,4.6000000,,3,4.6000000
CUST129055,967.75,3,0,4.6000000,,3,4.6000000
CUST039425,860.85,3,0,4.6000000,,3,4.6000000
CUST138456,1185.49,3,0,4.6000000,,3,4.6000000
CUST195478,1029.93,3,0,4.6000000,,3,4.6000000
CUST054800,926.43,3,0,4.6000000,,3,4.6000000
CUST191829,1234.48,3,0,4.6000000,,3,4.6000000
CUST006192,1221.28,3,0,4.6000000,,3,4.6000000
CUST096667,1169.29,3,0,4.6000000,,3,4.6000000
CUST056910,994.04,3,0,4.6000000,,3,4.6000000
CUST141061,1012.20,3,0,4.6000000,,3,4.6000000
CUST188806,1116.38,3,0,4.6000000,,3,4.6000000
CUST077624,905.51,3,0,4.6000000,,3,4.6000000
CUST073601,1127.61,3,0,4.6000000,,3,4.6000000
CUST067163,991.10,3,0,4.6000000,,3,4.6000000
CUST123436,960.55,3,0,4.6000000,,3,4.6000000
CUST071002,950.18,3,0,4.6000000,,3,4.6000000
CUST126319,1052.60,3,0,4.6000000,,3,4.6000000
CUST046667,988.77,3,0,4.6000000,,3,4.6000000
CUST093935,1064.15,3,0,4.6000000,,3,4.6000000
CUST097893,1430.52,3,0,4.6000000,,3,4.6000000
CUST131488,934.97,3,0,4.6000000,,3,4.6000000
CUST101683,1143.11,3,0,4.6000000,,3,4.6000000
CUST117028,1422.69,3,0,4.6000000,,3,4.6000000
CUST176132,1459.42,4,1,4.6000000,,3,4.6000000
CUST165370,1015.13,3,0,4.6000000,,3,4.6000000
CUST118856,981.15,3,0,4.6000000,,3,4.6000000
CUST177100,983.60,3,0,4.6000000,,3,4.6000000
CUST046504,1011.95,3,0,4.6000000,,3,4.6000000
CUST099880,1121.86,3,0,4.6000000,,3,4.6000000
