CUSTOMER_ID,CITY,PREFERRED_CUISINE,PRE_ORDER_COUNT,CRISIS_ORDER_COUNT,ORDER_FREQUENCY_DROP,PRE_RATING,CRISIS_RATING,RATING_DROP,AVG_DELIVERY_DELAY
CUST111584,Delhi,Fast Food,4,0,4,4.500000,,,
CUST116540,Pune,Biryani,4,0,4,,,,
CUST130659,Pune,Pizza,4,0,4,4.500000,,,
CUST048659,Kolkata,Pizza,4,0,4,4.333333,,,
CUST139685,Bengaluru,Healthy,4,0,4,4.000000,,,
CUST144941,Bengaluru,North Indian,4,0,4,4.000000,,,
CUST103919,Bengaluru,South Indian,4,0,4,4.000000,,,
CUST176629,Kolkata,North Indian,4,0,4,4.000000,,,
CUST062874,Pune,South Indian,4,0,4,,,,
CUST060399,Hyderabad,North Indian,4,0,4,4.000000,,,
CUST095471,Mumbai,Biryani,4,0,4,4.333333,,,
CUST090526,Ahmedabad,Chinese,4,0,4,4.666667,,,
CUST081700,Mumbai,North Indian,4,0,4,4.500000,,,
CUST021622,Chennai,Chinese,4,0,4,,,,
CUST181264,Ahmedabad,Desserts,4,0,4,4.500000,,,
CUST111499,Mumbai,Biryani,4,0,4,4.000000,,,
CUST021133,Delhi,Biryani,4,0,4,5.000000,,,
CUST110988,Ahmedabad,Healthy,4,0,4,5.000000,,,
CUST044568,Bengaluru,North Indian,4,0,4,4.500000,,,
CUST074483,Bengaluru,Biryani,4,0,4,5.000000,,,
CUST064110,Delhi,Fast Food,4,0,4,5.000000,,,
CUST054308,Bengaluru,Fast Food,4,0,4,4.000000,,,
CUST107924,Ahmedabad,Chinese,4,0,4,4.500000,,,
CUST169849,Chennai,Chinese,4,0,4,4.666667,,,
CUST030502,Hyderabad,Biryani,4,0,4,5.000000,,,
CUST012226,Delhi,Pizza,4,0,4,4.500000,,,
CUST179600,Kolkata,North Indian,4,0,4,5.000000,,,
CUST173719,Pune,North Indian,4,0,4,4.666667,,,
CUST116543,Bengaluru,South Indian,4,0,4,4.500000,,,
CUST178466,Delhi,Chinese,4,0,4,4.000000,,,
CUST016920,Bengaluru,North Indian,4,0,4,4.500000,,,
CUST076011,Bengaluru,Biryani,4,0,4,4.000000,,,
CUST046239,Bengaluru,North Indian,4,0,4,4.666667,,,
CUST083035,Pune,North Indian,4,0,4,4.000000,,,
CUST099477,Delhi,Chinese,4,0,4,4.500000,,,
CUST083439,Delhi,Pizza,4,0,4,4.500000,,,
CUST044758,Bengaluru,North Indian,4,0,4,4.666667,,,
CUST161386,Chennai,Fast Food,4,0,4,4.500000,,,
CUST125089,Bengaluru,North Indian,4,0,4,,,,
CUST041162,Bengaluru,North Indian,4,0,4,5.000000,,,
CUST041777,Bengaluru,Chinese,4,0,4,,,,
CUST111043,Ahmedabad,South Indian,4,0,4,5.000000,,,
CUST080753,Mumbai,Healthy,4,0,4,5.000000,,,
CUST101925,Hyderabad,Fast Food,4,0,4,4.500000,,,
CUST184036,Ahmedabad,North Indian,4,0,4,4.500000,,,
CUST117231,Bengaluru,Chinese,4,0,4,5.000000,,,
CUST082184,Mumbai,South Indian,4,0,4,5.000000,,,
CUST005837,Ahmedabad,Biryani,4,0,4,,,,
CUST027858,Mumbai,Chinese,4,0,4,4.333333,,,
CUST051780,Chennai,North Indian,4,0,4,5.000000,,,
CUST168160,Pune,Pizza,4,0,4,4.000000,,,
CUST079571,Mumbai,Chinese,4,0,4,5.000000,,,
CUST061759,Kolkata,South Indian,4,0,4,5.000000,,,
CUST129627,Chennai,South Indian,4,0,4,4.500000,,,
CUST191820,Bengaluru,Chinese,4,0,4,5.000000,,,
CUST148371,Pune,Desserts,4,0,4,4.000000,,,
CUST171955,Ahmedabad,Pizza,4,0,4,5.000000,,,
CUST127566,Mumbai,North Indian,4,0,4,5.000000,,,
CUST079394,Bengaluru,North Indian,4,0,4,4.500000,,,
CUST068184,Mumbai,South Indian,4,0,4,4.666667,,,
CUST028418,Delhi,North Indian,4,0,4,4.000000,,,
CUST097308,Bengaluru,Biryani,4,0,4,,,,
CUST021196,Delhi,Desserts,4,0,4,4.750000,,,
CUST031836,Bengaluru,Chinese,4,0,4,4.000000,,,
CUST162666,Bengaluru,North Indian,4,0,4,4.000000,,,
CUST196602,Hyderabad,Biryani,4,0,4,,,,
CUST149601,Mumbai,North Indian,4,0,4,4.500000,,,
CUST168519,Ahmedabad,Desserts,4,0,4,5.000000,,,
CUST121798,Bengaluru,North Indian,4,0,4,4.500000,,,
CUST063942,Bengaluru,Pizza,4,0,4,4.000000,,,
CUST184004,Bengaluru,Biryani,4,0,4,5.000000,,,
CUST080165,Kolkata,Biryani,4,0,4,4.666667,,,
CUST169437,Delhi,North Indian,4,0,4,4.000000,,,
CUST177141,Mumbai,Chinese,4,0,4,4.500000,,,
CUST161919,Mumbai,North Indian,4,0,4,5.000000,,,
CUST027345,Bengaluru,North Indian,4,0,4,,,,
CUST117833,Bengaluru,Chinese,4,0,4,4.000000,,,
CUST176899,Ahmedabad,Chinese,4,0,4,4.500000,,,
CUST146205,Ahmedabad,South Indian,4,0,4,5.000000,,,
CUST144111,Chennai,Biryani,4,0,4,4.333333,,,
CUST157304,Chennai,Pizza,4,0,4,5.000000,,,
CUST150962,Delhi,Desserts,4,0,4,4.750000,,,
CUST192705,Kolkata,Pizza,5,1,4,5.000000,3.000000,2.000000,28.000000
CUST146179,Bengaluru,North Indian,5,1,4,4.333333,3.000000,1.333333,27.000000
CUST197169,Bengaluru,North Indian,5,1,4,4.000000,3.000000,1.000000,6.000000
CUST136053,Mumbai,South Indian,5,1,4,3.000000,3.000000,0.000000,-3.000000
CUST170886,Chennai,Healthy,3,0,3,,,,
CUST162789,Ahmedabad,North Indian,3,0,3,4.500000,,,
CUST191711,Chennai,North Indian,3,0,3,5.000000,,,
CUST044186,Kolkata,Fast Food,3,0,3,4.000000,,,
CUST158219,Ahmedabad,Healthy,3,0,3,,,,
CUST011965,Pune,Desserts,3,0,3,5.000000,,,
CUST172732,Bengaluru,Biryani,3,0,3,4.500000,,,
CUST159698,Ahmedabad,Biryani,3,0,3,4.000000,,,
CUST185258,Kolkata,North Indian,3,0,3,4.500000,,,
CUST079014,Bengaluru,Pizza,3,0,3,4.000000,,,
CUST194519,Mumbai,Healthy,3,0,3,,,,
CUST140874,Bengaluru,North Indian,3,0,3,4.000000,,,
CUST008431,Chennai,Biryani,3,0,3,4.000000,,,
CUST162513,Hyderabad,Chinese,3,0,3,4.500000,,,
CUST173992,Hyderabad,Biryani,3,0,3,,,,
CUST052954,Mumbai,Biryani,3,0,3,5.000000,,,
CUST107502,Ahmedabad,North Indian,3,0,3,4.666667,,,
CUST034528,Bengaluru,Fast Food,3,0,3,4.333333,,,
CUST128380,Bengaluru,Healthy,4,1,3,4.333333,,,25.000000
CUST077054,Pune,North Indian,3,0,3,4.500000,,,
CUST124231,Bengaluru,Fast Food,3,0,3,4.000000,,,
CUST122375,Kolkata,Chinese,3,0,3,5.000000,,,
CUST025704,Ahmedabad,Biryani,3,0,3,4.666667,,,
CUST098460,Ahmedabad,Pizza,3,0,3,4.000000,,,
CUST191341,Bengaluru,Fast Food,3,0,3,4.500000,,,
CUST098402,Chennai,Biryani,3,0,3,4.000000,,,
CUST071526,Bengaluru,Pizza,3,0,3,4.000000,,,
CUST081872,Pune,Biryani,3,0,3,4.000000,,,
CUST109220,Mumbai,Biryani,3,0,3,4.000000,,,
CUST021322,Bengaluru,Chinese,3,0,3,5.000000,,,
CUST006719,Delhi,Desserts,3,0,3,5.000000,,,
CUST037841,Bengaluru,Pizza,3,0,3,5.000000,,,
CUST122866,Mumbai,Biryani,3,0,3,5.000000,,,
CUST086981,Bengaluru,South Indian,3,0,3,4.500000,,,
CUST023928,Mumbai,Healthy,3,0,3,5.000000,,,
CUST191575,Bengaluru,Biryani,3,0,3,4.000000,,,
CUST053473,Mumbai,Healthy,3,0,3,4.500000,,,
CUST155777,Ahmedabad,North Indian,3,0,3,4.000000,,,
CUST034310,Pune,North Indian,3,0,3,5.000000,,,
CUST050392,Bengaluru,Fast Food,4,1,3,5.000000,,,26.000000
CUST116887,Bengaluru,Fast Food,3,0,3,4.500000,,,
CUST087187,Bengaluru,North Indian,3,0,3,4.500000,,,
CUST117258,Delhi,Healthy,3,0,3,,,,
CUST183906,Ahmedabad,Healthy,3,0,3,5.000000,,,
CUST014672,Mumbai,Fast Food,3,0,3,5.000000,,,
CUST128644,Bengaluru,North Indian,3,0,3,5.000000,,,
CUST161886,Kolkata,South Indian,3,0,3,4.000000,,,
CUST134441,Mumbai,North Indian,3,0,3,4.666667,,,
CUST152608,Ahmedabad,Pizza,3,0,3,4.000000,,,
CUST176033,Mumbai,Chinese,3,0,3,4.500000,,,
CUST091219,Ahmedabad,Chinese,3,0,3,4.000000,,,
CUST107855,Bengaluru,Healthy,3,0,3,4.666667,,,
CUST131963,Hyderabad,Pizza,3,0,3,4.500000,,,
CUST071652,Mumbai,Biryani,3,0,3,,,,
CUST197141,Chennai,Fast Food,3,0,3,5.000000,,,
CUST106549,Delhi,Pizza,3,0,3,4.000000,,,
CUST149573,Mumbai,Biryani,3,0,3,4.000000,,,
CUST037389,Bengaluru,Biryani,3,0,3,5.000000,,,
CUST093382,Delhi,Fast Food,3,0,3,4.000000,,,
CUST182959,Bengaluru,North Indian,3,0,3,5.000000,,,
CUST120311,Hyderabad,South Indian,3,0,3,,,,
CUST045478,Bengaluru,South Indian,3,0,3,4.000000,,,
CUST003391,Bengaluru,Desserts,3,0,3,5.000000,,,
CUST048974,Mumbai,Biryani,3,0,3,,,,
CUST170450,Bengaluru,Biryani,3,0,3,5.000000,,,
CUST148768,Mumbai,Pizza,3,0,3,4.500000,,,
CUST026526,Pune,South Indian,4,1,3,,2.000000,,41.000000
CUST117414,Kolkata,Fast Food,3,0,3,,,,
CUST054404,Mumbai,South Indian,3,0,3,4.666667,,,
CUST173708,Mumbai,North Indian,3,0,3,5.000000,,,
CUST171831,Mumbai,North Indian,3,0,3,,,,
CUST031118,Mumbai,South Indian,3,0,3,4.000000,,,
CUST098161,Chennai,South Indian,3,0,3,,,,
CUST049828,Chennai,Desserts,3,0,3,5.000000,,,
CUST126604,Chennai,Pizza,3,0,3,4.500000,,,
CUST062232,Delhi,Biryani,3,0,3,4.000000,,,
CUST003071,Hyderabad,South Indian,3,0,3,4.500000,,,
